ec5_uuid,created_at,uploaded_at,created_by,title,2_Species,lat_3_GPS_coordinates,long_3_GPS_coordinates,accuracy_3_GPS_coordinates,UTM_Northing_3_GPS_coordinates,UTM_Easting_3_GPS_coordinates,UTM_Zone_3_GPS_coordinates,4_Taxa,5_Photo,6_Audio,7_Video,8_Latin_binomial,9_Comments,10_Date,11_Circumstance
c43d63de-5303-4649-8236-7e4bc5dcc3cd,2021-01-26T09:13:57.377Z,2021-01-31T10:55:39.000Z,robewers01@googlemail.com,"Long tailed tit 26/01/2021","Long tailed tit",51.420541,-0.820119,15,5698846,651566,30U,Bird,,,,,,26/01/2021,Wild
f3d84866-a947-4da5-99de-55a04f53ec15,2021-01-26T09:13:45.093Z,2021-01-31T10:55:37.000Z,robewers01@googlemail.com,"Blackbird 26/01/2021",Blackbird,51.420553,-0.820116,19,5698848,651566,30U,Bird,,,,,,26/01/2021,Wild
b4002219-b22a-4421-9758-9f0e285b05f6,2021-01-26T09:13:15.601Z,2021-01-31T10:55:35.000Z,robewers01@googlemail.com,"Redwing 26/01/2021",Redwing,51.420546,-0.820128,17,5698847,651565,30U,Bird,,,,,,26/01/2021,Wild
8b82d50f-33e3-4350-bb17-9af1cfb9ebd9,2021-01-25T20:10:26.364Z,2021-01-25T20:58:17.000Z,robewers01@googlemail.com,"Fox 25/01/2021",Fox,51.419411,-0.818815,400,5698723,651660,30U,Mammal,,,,,,25/01/2021,Wild
a83d1449-e00a-46d2-aed2-b08838946c27,2021-01-24T11:32:36.771Z,2021-01-25T20:58:15.000Z,robewers01@googlemail.com,"Blackcap 24/01/2021",Blackcap,51.420543,-0.820134,16,5698846,651565,30U,Bird,,,,,,24/01/2021,Wild
be222861-6baf-4f02-bf03-60ccaf5cd983,2021-01-22T12:15:29.844Z,2021-01-22T12:42:03.000Z,robewers01@googlemail.com,"Red kite 22/01/2021","Red kite",51.420554,-0.82012,16,5698848,651566,30U,Bird,,,,,,22/01/2021,Wild
d4c29420-808c-491c-b321-0c640b2b6a40,2021-01-22T12:10:06.970Z,2021-01-22T12:41:59.000Z,robewers01@googlemail.com,"Grey wagtail 22/01/2021","Grey wagtail",51.420565,-0.820044,18,5698849,651571,30U,Bird,,,,,,22/01/2021,Wild
2068bfe1-2ed5-4ae4-ae99-c01eb470ab4c,2021-01-22T12:08:02.394Z,2021-01-22T12:41:54.000Z,robewers01@googlemail.com,"Grey squirrel 22/01/2021","Grey squirrel",51.420471,-0.820129,9,5698838,651565,30U,Mammal,,,,,,22/01/2021,Wild
6f3fc838-5c40-4bb7-b8d5-62ac20531555,2021-01-22T12:07:44.931Z,2021-01-22T12:41:49.000Z,robewers01@googlemail.com,"Magpie 22/01/2021",Magpie,51.420475,-0.820123,15,5698839,651566,30U,Bird,,,,,,22/01/2021,Wild
485e8fa9-008a-4fb4-887d-251d08723fb2,2021-01-22T12:07:31.471Z,2021-01-22T12:41:44.000Z,robewers01@googlemail.com,"Woodpigeon 22/01/2021",Woodpigeon,51.420562,-0.820095,6,5698849,651567,30U,Bird,,,,,,22/01/2021,Wild
6b2c7f47-7183-4e92-be7d-79cb5fc29889,2021-01-22T12:06:55.720Z,2021-01-22T12:41:40.000Z,robewers01@googlemail.com,"Blackbird 22/01/2021",Blackbird,51.420465,-0.820168,8,5698838,651563,30U,Bird,,,,,,22/01/2021,Wild
e315aa69-2462-47ad-987c-47259f4d7148,2021-01-22T12:06:37.365Z,2021-01-22T12:35:54.000Z,robewers01@googlemail.com,"Starling 22/01/2021",Starling,51.420501,-0.8202,8,5698842,651560,30U,Bird,,,,,,22/01/2021,Wild
7fa7bd94-ced8-4758-9d70-b70f1a689d34,2021-01-22T12:06:26.694Z,2021-01-22T12:35:50.000Z,robewers01@googlemail.com,"Robin 22/01/2021",Robin,51.420512,-0.820165,8,5698843,651563,30U,Bird,,,,,,22/01/2021,Wild
ae386264-f03c-4707-ad9a-ac4765dd0c99,2021-01-22T12:06:16.655Z,2021-01-22T12:35:48.000Z,robewers01@googlemail.com,"Great tit 22/01/2021","Great tit",51.420506,-0.820123,8,5698842,651566,30U,Bird,,,,,,22/01/2021,Wild
b90cf11d-3b02-4635-a539-678d4ec770fb,2021-01-22T12:06:05.528Z,2021-01-22T12:35:46.000Z,robewers01@googlemail.com,"Blue tit 22/01/2021","Blue tit",51.420493,-0.820094,8,5698841,651568,30U,Bird,,,,,,22/01/2021,Wild
946b40f2-d6a4-4183-969d-73f75002b57e,2021-01-22T12:05:51.770Z,2021-01-22T12:35:44.000Z,robewers01@googlemail.com,"Nuthatch 22/01/2021",Nuthatch,51.420521,-0.820074,7,5698844,651569,30U,Bird,,,,,,22/01/2021,Wild
6d409892-745c-4aea-8ea9-74430f9502d0,2021-01-22T12:05:29.904Z,2021-01-22T12:35:43.000Z,robewers01@googlemail.com,"Long tailed tit 22/01/2021","Long tailed tit",51.420518,-0.820076,7,5698844,651569,30U,Bird,,,,,,22/01/2021,Wild
3d6c7eab-686e-4b5a-937d-ce46e4db2761,2021-01-22T12:05:15.118Z,2021-01-22T12:35:41.000Z,robewers01@googlemail.com,"Goldfinch 22/01/2021",Goldfinch,51.420512,-0.820128,11,5698843,651565,30U,Bird,,,,,,22/01/2021,Wild
946c2921-6672-4f76-8996-4190e793c123,2021-01-22T12:04:59.175Z,2021-01-22T12:35:39.000Z,robewers01@googlemail.com,"Carrion crow 22/01/2021","Carrion crow",51.420559,-0.820138,20,5698848,651565,30U,Bird,,,,,,22/01/2021,Wild
c63389c7-cc96-41e3-a929-1f4f176b9642,2021-01-17T11:51:03.788Z,2021-01-22T12:35:37.000Z,robewers01@googlemail.com,"Chaffinch 17/01/2021",Chaffinch,51.420537,-0.820169,16,5698846,651562,30U,Bird,,,,,,17/01/2021,Wild
6306637e-68f3-4a26-8e72-81948d52d1be,2021-01-17T11:34:14.429Z,2021-01-22T12:35:35.000Z,robewers01@googlemail.com,"Blue tit 17/01/2021","Blue tit",51.420615,-0.820117,8,5698855,651566,30U,Bird,,,,,,17/01/2021,Wild
ea0acddc-8faa-4bbf-9247-6a00fba634cc,2021-01-17T11:34:00.031Z,2021-01-22T12:35:33.000Z,robewers01@googlemail.com,"Blackbird 17/01/2021",Blackbird,51.42062,-0.820118,6,5698855,651566,30U,Bird,,,,,,17/01/2021,Wild
c2d6a335-9720-49fe-b422-a7b0938b4270,2021-01-17T11:27:15.013Z,2021-01-22T12:35:31.000Z,robewers01@googlemail.com,"Starling 17/01/2021",Starling,51.420629,-0.820112,20,5698856,651566,30U,Bird,,,,,,17/01/2021,Wild
a94b7e22-2457-4103-8ef7-d26abc4a1bbd,2021-01-17T11:26:07.490Z,2021-01-22T12:35:30.000Z,robewers01@googlemail.com,"Woodpigeon 17/01/2021",Woodpigeon,51.420575,-0.820144,6,5698850,651564,30U,Bird,,,,,,17/01/2021,Wild
1945bca6-a184-4f7e-82f3-e6fecf10a075,2021-01-17T11:25:52.221Z,2021-01-22T12:35:28.000Z,robewers01@googlemail.com,"Grey squirrel 17/01/2021","Grey squirrel",51.420587,-0.820146,7,5698851,651564,30U,Mammal,,,,,,17/01/2021,Wild
5d30e9fb-63a9-40f8-9eff-9e6e790d1100,2021-01-17T11:25:30.503Z,2021-01-22T12:35:26.000Z,robewers01@googlemail.com,"Red kite 17/01/2021","Red kite",51.420589,-0.820156,6,5698852,651563,30U,Bird,,,,,,17/01/2021,Wild
6fa1c696-13fd-4bfe-b770-0da5bafcf475,2021-01-17T11:25:19.156Z,2021-01-22T12:35:24.000Z,robewers01@googlemail.com,"Robin 17/01/2021",Robin,51.420586,-0.820161,6,5698851,651563,30U,Bird,,,,,,17/01/2021,Wild
cd0a97a9-4a6a-4d29-acf5-0bcd9e7508da,2021-01-17T11:25:07.507Z,2021-01-22T12:35:22.000Z,robewers01@googlemail.com,"Nuthatch 17/01/2021",Nuthatch,51.420593,-0.820175,7,5698852,651562,30U,Bird,,,,,,17/01/2021,Wild
8d73a075-20dc-4cd1-b5e5-ca305e15d2fd,2021-01-17T11:24:54.546Z,2021-01-22T12:35:20.000Z,robewers01@googlemail.com,"Great tit 17/01/2021","Great tit",51.420589,-0.820173,8,5698852,651562,30U,Bird,,,,,,17/01/2021,Wild
7ea129de-0c91-4b3d-a1d1-5ccf7ea3397a,2021-01-17T11:24:41.117Z,2021-01-22T12:35:18.000Z,robewers01@googlemail.com,"Magpie 17/01/2021",Magpie,51.420597,-0.820171,10,5698852,651562,30U,Bird,,,,,,17/01/2021,Wild
7df8b071-cd84-4be4-b4df-48e92c07788a,2021-01-17T11:24:19.914Z,2021-01-22T12:35:16.000Z,robewers01@googlemail.com,"Redwing 17/01/2021",Redwing,51.420591,-0.820135,19,5698852,651565,30U,Bird,,,,,,17/01/2021,Wild
ca3159b9-61d4-41d3-b7ca-90896ff0c5ea,2021-01-09T14:13:13.860Z,2021-01-17T11:19:54.000Z,robewers01@googlemail.com,"Blackbird 09/01/2021",Blackbird,51.420541,-0.820164,15,5698846,651563,30U,Bird,,,,,,09/01/2021,Wild
3a315789-e29f-4c6f-88c0-025476b6cc7d,2021-01-09T14:04:38.089Z,2021-01-17T11:19:49.000Z,robewers01@googlemail.com,"Common gull 09/01/2021","Common gull",51.42055,-0.820145,20,5698847,651564,30U,Bird,,,,,,09/01/2021,Wild
e0f77aa1-3dca-4e97-88d4-dabecdccf5d7,2021-01-09T13:13:08.072Z,2021-01-17T11:19:45.000Z,robewers01@googlemail.com,"Grey wagtail 09/01/2021","Grey wagtail",51.420652,-0.820131,8,5698859,651565,30U,Bird,,,,,,09/01/2021,Wild
86682db3-2028-42f1-80c6-03ae4f8abcea,2021-01-09T13:11:07.626Z,2021-01-17T11:19:40.000Z,robewers01@googlemail.com,"Red kite 09/01/2021","Red kite",51.420553,-0.820154,20,5698848,651563,30U,Bird,,,,,,09/01/2021,Wild
3d5413fe-1bce-4240-993b-053984e70eac,2021-01-09T10:26:08.830Z,2021-01-17T11:19:36.000Z,robewers01@googlemail.com,"Sparrow 09/01/2021",Sparrow,51.420627,-0.820161,22,5698856,651563,30U,Bird,,,,,,09/01/2021,Wild
24d732ae-bca5-456b-8ddc-05b578f4c563,2021-01-09T10:25:57.601Z,2021-01-17T11:19:31.000Z,robewers01@googlemail.com,"Grey squirrel 09/01/2021","Grey squirrel",51.420525,-0.820203,98,5698844,651560,30U,Bird,,,,,,09/01/2021,Wild
7297c52e-7cf7-407e-8c76-0a814a8c685e,2021-01-09T10:21:04.761Z,2021-01-17T11:19:27.000Z,robewers01@googlemail.com,"Great tit 09/01/2021","Great tit",51.420552,-0.820166,16,5698847,651563,30U,Bird,,,,,,09/01/2021,Wild
0c2e6c0e-68d7-4e4f-bfdf-4499701d8400,2021-01-09T10:12:17.481Z,2021-01-17T11:19:24.000Z,robewers01@googlemail.com,"Woodpigeon 09/01/2021",Woodpigeon,51.420539,-0.820175,17,5698846,651562,30U,Bird,,,,,,09/01/2021,Wild
ce2efba9-7406-46ee-9d53-d3eea143f80d,2021-01-09T10:11:41.918Z,2021-01-17T11:19:22.000Z,robewers01@googlemail.com,"Magpie 09/01/2021",Magpie,51.420533,-0.820172,14,5698845,651562,30U,Bird,,,,,,09/01/2021,Wild
b062cd07-f96e-465d-8533-daf91cce79a5,2021-01-09T10:08:51.203Z,2021-01-17T11:19:21.000Z,robewers01@googlemail.com,"Long tailed tit 09/01/2021","Long tailed tit",51.420514,-0.820201,18,5698843,651560,30U,Bird,,,,,,09/01/2021,Wild
4f93fe42-2cd9-445d-8227-87f6a2578d85,2021-01-09T09:10:19.295Z,2021-01-17T11:19:19.000Z,robewers01@googlemail.com,"Blue tit 09/01/2021","Blue tit",51.420576,-0.820234,48,5698850,651558,30U,Bird,,,,,,09/01/2021,Wild
82ff1821-f055-4a51-ae8b-44cb643e8eb6,2021-01-09T09:10:06.693Z,2021-01-17T11:19:17.000Z,robewers01@googlemail.com,"Robin 09/01/2021",Robin,51.420545,-0.820168,15,5698847,651562,30U,Bird,,,,,,09/01/2021,Wild
6ffea137-dd17-4f11-b733-f88884e0ec71,2021-01-09T09:09:55.181Z,2021-01-17T11:19:15.000Z,robewers01@googlemail.com,"Starling 09/01/2021",Starling,51.420539,-0.820174,14,5698846,651562,30U,Bird,,,,,,09/01/2021,Wild
11575229-6b37-41ea-8d81-630192eb5faf,2021-01-04T20:35:01.964Z,2021-01-04T21:09:04.000Z,robewers01@googlemail.com,"Fox 04/01/2021",Fox,51.407154,-0.837978,32,5697321,650368,30U,Mammal,,,,,,04/01/2021,Wild
e260f564-ff83-417f-83eb-49001159c8b4,2021-01-03T14:03:50.286Z,2021-01-03T14:40:29.000Z,robewers01@googlemail.com,"Grey squirrel 03/01/2021","Grey squirrel",51.415503,-0.815631,8,5698295,651895,30U,Mammal,,,,,,03/01/2021,Wild
06fde5c4-637e-4faf-b1df-489c0a0717c8,2021-01-03T13:50:25.631Z,2021-01-03T14:40:24.000Z,robewers01@googlemail.com,"Red kite 03/01/2021","Red kite",51.415535,-0.81556,6,5698299,651899,30U,Bird,,,,,,03/01/2021,Wild
1ac5607b-d3e6-479c-8d72-716fa521fdd1,2021-01-03T13:50:13.566Z,2021-01-03T14:40:19.000Z,robewers01@googlemail.com,"Woodpigeon 03/01/2021",Woodpigeon,51.415595,-0.815575,13,5698306,651898,30U,Bird,,,,,,03/01/2021,Wild
cc76717c-a78c-45a0-98e3-c51736aa7873,2021-01-03T13:49:35.264Z,2021-01-03T14:40:15.000Z,robewers01@googlemail.com,"Goldcrest 03/01/2021",Goldcrest,51.415614,-0.815726,10,5698308,651888,30U,Bird,,,,,,03/01/2021,Wild
aca4f7ba-0f3d-45e8-8b50-b6d692e77afe,2021-01-03T13:48:40.187Z,2021-01-03T14:40:11.000Z,robewers01@googlemail.com,"Long tailed tit 03/01/2021","Long tailed tit",51.415549,-0.815703,6,5698300,651889,30U,Bird,,,,,,03/01/2021,Wild
c30d9e3c-e6ad-4b29-b687-7f7f15ac3990,2021-01-03T13:40:03.093Z,2021-01-03T14:40:07.000Z,robewers01@googlemail.com,"Jay 03/01/2021",Jay,51.415529,-0.815729,20,5698298,651888,30U,Bird,,,,,,03/01/2021,Wild
bb29d73f-465d-4f4c-bea9-e4d33417dfda,2021-01-03T13:10:02.017Z,2021-01-03T14:40:02.000Z,robewers01@googlemail.com,"Thrush 03/01/2021",Thrush,51.421099,-0.818656,33,5698911,651666,30U,Bird,,,,,,03/01/2021,Wild
1ecdfbe8-4743-4393-9eaf-83ce17081679,2021-01-01T11:19:59.015Z,2021-01-03T14:39:58.000Z,robewers01@googlemail.com,"Robin 01/01/2021",Robin,51.424945,-0.807956,21,5699361,652397,30U,Bird,,,,,,01/01/2021,Wild
31144a39-31de-4511-af34-5b813c33f329,2020-12-30T13:44:37.794Z,2021-01-03T14:39:53.000Z,robewers01@googlemail.com,"Wren 30/12/2020",Wren,51.420553,-0.820167,18,5698848,651563,30U,Bird,,,,,,30/12/2020,Wild
0bfc31ef-a75f-4486-b3f6-0a85e3325719,2020-12-30T12:15:21.728Z,2021-01-03T14:39:45.000Z,robewers01@googlemail.com,"Magpie 30/12/2020",Magpie,51.425086,-0.826967,4,5699338,651075,30U,Bird,,,,,,30/12/2020,Wild
d8087998-e2e0-4297-8b93-83c36fe3a1f8,2020-12-30T12:14:56.270Z,2021-01-03T14:39:41.000Z,robewers01@googlemail.com,"Red kite 30/12/2020","Red kite",51.425079,-0.826965,4,5699337,651075,30U,Bird,,,,,,30/12/2020,Wild
622d76a0-28fc-448a-9173-2baa543f4e8b,2020-12-30T12:14:43.088Z,2021-01-03T14:39:49.000Z,robewers01@googlemail.com,"Reed bunting 30/12/2020","Reed bunting",51.425096,-0.826957,7,5699339,651075,30U,Bird,,,,,,30/12/2020,Wild
ad563df2-9d01-4c8c-845a-74bcfcfbd3d0,2020-12-30T10:16:44.461Z,2021-01-03T14:39:37.000Z,robewers01@googlemail.com,"Robin 30/12/2020",Robin,51.420529,-0.820201,21,5698845,651560,30U,Bird,,,,,,30/12/2020,Wild
843416ef-80fb-41bb-8f65-15b3824cf765,2020-12-30T10:16:35.253Z,2021-01-03T14:39:33.000Z,robewers01@googlemail.com,"Woodpigeon 30/12/2020",Woodpigeon,51.420528,-0.820202,20,5698845,651560,30U,Bird,,,,,,30/12/2020,Wild
6c18a688-7129-4d56-88e2-57116db1359c,2020-12-30T10:16:24.779Z,2021-01-03T14:39:29.000Z,robewers01@googlemail.com,"Starling 30/12/2020",Starling,51.420527,-0.820204,21,5698845,651560,30U,Bird,,,,,,30/12/2020,Wild
856446ca-10d0-44ea-9d14-02d4f59d7396,2020-12-30T10:16:15.198Z,2021-01-03T14:39:25.000Z,robewers01@googlemail.com,"Blue tit 30/12/2020","Blue tit",51.42053,-0.820202,22,5698845,651560,30U,Bird,,,,,,30/12/2020,Wild
ff074e35-590b-401f-9f3f-7f80dce0309a,2020-12-30T10:16:02.254Z,2021-01-03T14:39:20.000Z,robewers01@googlemail.com,"Great tit 30/12/2020","Great tit",51.420528,-0.820202,20,5698845,651560,30U,Bird,,,,,,30/12/2020,Wild
23700321-451d-4034-bc97-9168e1ed0620,2020-12-30T10:15:50.795Z,2021-01-03T14:39:19.000Z,robewers01@googlemail.com,"Nuthatch 30/12/2020",Nuthatch,51.420528,-0.820206,22,5698845,651560,30U,Bird,,,,,,30/12/2020,Wild
8a64a838-2f6b-4f9d-861e-321ab4841290,2020-12-27T12:06:54.788Z,2020-12-28T20:02:36.000Z,robewers01@googlemail.com,"Long tailed tit 27/12/2020","Long tailed tit",51.420553,-0.820154,17,5698848,651563,30U,Bird,,,,,,27/12/2020,Wild
45c7b232-e518-46f0-932a-6ff6547e1794,2020-12-27T11:54:57.028Z,2020-12-28T20:02:35.000Z,robewers01@googlemail.com,"Red kite 27/12/2020","Red kite",51.419551,-0.815581,11,5698746,651885,30U,Bird,,,,,,27/12/2020,Wild
752a0c1a-81eb-4862-b987-1757a742a5ec,2020-12-27T11:45:51.920Z,2020-12-28T20:02:33.000Z,robewers01@googlemail.com,"Jay 27/12/2020",Jay,51.417043,-0.812964,13,5698472,652075,30U,Bird,,,,,,27/12/2020,Wild
54c0360e-5fdf-42bb-acf7-d5dc8399bd27,2020-12-27T11:41:25.807Z,2020-12-28T20:02:31.000Z,robewers01@googlemail.com,"Magpie 27/12/2020",Magpie,51.417418,-0.812517,6,5698515,652105,30U,Bird,,,,,,27/12/2020,Wild
4d285fd6-5b72-4aa3-8837-2a5e2d46c728,2020-12-27T11:22:10.107Z,2020-12-28T20:02:29.000Z,robewers01@googlemail.com,"Great tit 27/12/2020","Great tit",51.418888,-0.812113,32,5698679,652128,30U,Bird,,,,,,27/12/2020,Wild
8f62bc66-0b81-4c96-b86a-667651709b0c,2020-12-27T11:21:45.249Z,2020-12-28T20:02:28.000Z,robewers01@googlemail.com,"Chaffinch 27/12/2020",Chaffinch,51.4187,-0.811555,193,5698659,652167,30U,Bird,,,,,,27/12/2020,Wild
1b3ece82-96bb-48aa-ba06-0ba7127ae510,2020-12-27T11:20:32.469Z,2020-12-28T20:02:26.000Z,robewers01@googlemail.com,"Blue tit 27/12/2020","Blue tit",51.418703,-0.811546,112,5698660,652168,30U,Bird,,,,,,27/12/2020,Wild
50b80c25-001b-4498-b2f6-43a825bf19a8,2020-12-27T11:17:24.441Z,2020-12-28T20:02:24.000Z,robewers01@googlemail.com,"Grey squirrel 27/12/2020","Grey squirrel",51.419088,-0.812812,24,5698700,652079,30U,Mammal,,,,,,27/12/2020,Wild
6e55923e-760c-43b6-ac52-92d4eb22118b,2020-12-27T11:17:04.785Z,2020-12-28T20:02:22.000Z,robewers01@googlemail.com,"Thrush 27/12/2020",Thrush,51.41885,-0.813913,129,5698671,652003,30U,Bird,,,,,,27/12/2020,Wild
0a560879-6258-4675-a91e-573a9bca6896,2020-12-27T11:14:19.753Z,2020-12-28T20:02:20.000Z,robewers01@googlemail.com,"Dunnock 27/12/2020",Dunnock,51.418811,-0.813595,17,5698667,652025,30U,Bird,,,,,,27/12/2020,Wild
d61f0ba0-591b-41cc-a97f-9474e8abc42b,2020-12-27T11:08:59.676Z,2020-12-28T20:02:19.000Z,robewers01@googlemail.com,"Woodpigeon 27/12/2020",Woodpigeon,51.419857,-0.814471,36,5698782,651961,30U,Bird,,,,,,27/12/2020,Wild
2b0a3c58-d876-4517-a23b-26a1c70a30e3,2020-12-27T11:07:17.570Z,2020-12-28T20:02:17.000Z,robewers01@googlemail.com,"Starling 27/12/2020",Starling,51.420108,-0.814484,57,5698810,651959,30U,Bird,,,,,,27/12/2020,Wild
20c95575-4dfe-4452-a015-afa8900ed674,2020-12-27T11:07:06.121Z,2020-12-28T20:02:15.000Z,robewers01@googlemail.com,"Robin 27/12/2020",Robin,51.420505,-0.814626,24,5698854,651948,30U,Bird,,,,,,27/12/2020,Wild
fb916159-f15c-45b1-8187-d0563c264659,2020-12-27T11:05:01.096Z,2020-12-28T20:02:13.000Z,robewers01@googlemail.com,"Blackbird 27/12/2020",Blackbird,51.420592,-0.814632,22,5698863,651947,30U,Bird,,,,,,27/12/2020,Wild
caae4771-46d9-45ed-99c8-c1e189058475,2020-12-27T11:04:25.204Z,2020-12-28T20:02:11.000Z,robewers01@googlemail.com,"Carrion crow 27/12/2020","Carrion crow",51.42075,-0.814878,6,5698880,651930,30U,Bird,,,,,,27/12/2020,Wild
d228c9a2-7817-4232-b9c6-9bb5c04dbbd9,2020-12-27T10:53:31.689Z,2020-12-28T20:02:10.000Z,robewers01@googlemail.com,"Sparrow 27/12/2020",Sparrow,51.420512,-0.82001,8,5698843,651574,30U,Bird,,,,,,27/12/2020,Wild
7a3842bd-039a-46b7-aae4-8585b01027ec,2020-12-26T13:53:38.057Z,2020-12-27T10:53:11.000Z,robewers01@googlemail.com,"Long tailed tit 26/12/2020","Long tailed tit",51.420546,-0.820171,20,5698847,651562,30U,Bird,,,,,,26/12/2020,Wild
956e346f-02db-491b-b5d5-1257cc2369b5,2020-12-26T11:50:41.480Z,2020-12-27T10:53:09.000Z,robewers01@googlemail.com,"Rutaceae 26/12/2020",Rutaceae,51.420654,-0.820109,19,5698859,651566,30U,Plant,956e346f-02db-491b-b5d5-1257cc2369b5_1608983436.jpg,,,,,26/12/2020,Captive
0396a98c-c432-4d66-91e8-1e2959ed20ea,2020-12-24T12:01:30.133Z,2020-12-25T12:28:03.000Z,robewers01@googlemail.com,"Blackbird 24/12/2020",Blackbird,51.420517,-0.820036,12,5698844,651572,30U,Bird,,,,,,24/12/2020,Wild
3ce865fe-7480-4f59-8e55-696af50f6a5d,2020-12-24T12:00:55.472Z,2020-12-25T12:28:01.000Z,robewers01@googlemail.com,"Starling 24/12/2020",Starling,51.420461,-0.820056,7,5698838,651571,30U,Bird,,,,,,24/12/2020,Wild
ab7fb287-2529-4d8a-8752-f3d1aafeafe9,2020-12-24T11:53:25.946Z,2020-12-25T12:27:59.000Z,robewers01@googlemail.com,"Blue tit 24/12/2020","Blue tit",51.422007,-0.81712,12,5699015,651770,30U,Bird,,,,,,24/12/2020,Wild
f69dc559-69f7-4cfc-8e2d-96322ff2c40d,2020-12-24T11:53:15.754Z,2020-12-25T12:27:57.000Z,robewers01@googlemail.com,"Chaffinch 24/12/2020",Chaffinch,51.422046,-0.81708,37,5699020,651772,30U,Bird,,,,,,24/12/2020,Wild
c2ebb44e-f48a-404e-a755-c9415d6a352c,2020-12-24T11:47:01.322Z,2020-12-25T12:27:56.000Z,robewers01@googlemail.com,"Magpie 24/12/2020",Magpie,51.422632,-0.81344,7,5699093,652023,30U,Bird,,,,,,24/12/2020,Wild
4cdd8ee1-9f8d-449d-b8b9-39d45a01e54d,2020-12-24T11:46:20.912Z,2020-12-25T12:27:54.000Z,robewers01@googlemail.com,"Great tit 24/12/2020","Great tit",51.422786,-0.813097,12,5699110,652047,30U,Bird,,,,,,24/12/2020,Wild
e8f33ff8-02dc-4e16-9a3f-2750da9a904b,2020-12-24T11:46:10.130Z,2020-12-25T12:27:52.000Z,robewers01@googlemail.com,"Goldfinch 24/12/2020",Goldfinch,51.422805,-0.813124,13,5699113,652045,30U,Bird,,,,,,24/12/2020,Wild
42a7f287-6a6d-474e-bcb5-ff9bf45d39ef,2020-12-24T11:34:03.451Z,2020-12-25T12:27:50.000Z,robewers01@googlemail.com,"Woodpigeon 24/12/2020",Woodpigeon,51.422507,-0.813709,6,5699078,652005,30U,Bird,,,,,,24/12/2020,Wild
3c580059-894e-41b2-9d5f-bd1f663ff76c,2020-12-24T11:33:45.134Z,2020-12-25T12:27:48.000Z,robewers01@googlemail.com,"Red kite 24/12/2020","Red kite",51.422674,-0.813731,82,5699097,652003,30U,Bird,,,,,,24/12/2020,Wild
631f78a7-1d4a-42fc-8731-6e5e0484f5df,2020-12-24T11:19:46.755Z,2020-12-25T12:27:46.000Z,robewers01@googlemail.com,"Dryopteridaceae Dryopteris sp 24/12/2020",Dryopteridaceae,51.42303,-0.813606,48,5699137,652010,30U,Plant,,,,"Dryopteris sp","Wood fern",24/12/2020,Wild
27fdcc42-6d25-4bf4-9612-e5d77256180b,2020-12-24T11:17:26.579Z,2020-12-25T12:27:45.000Z,robewers01@googlemail.com,"Dennstaedtiaceae Pteridium aquilinum 24/12/2020",Dennstaedtiaceae,51.422633,-0.814123,8,5699091,651976,30U,Plant,27fdcc42-6d25-4bf4-9612-e5d77256180b_1608808613.jpg,,,"Pteridium aquilinum",Bracken,24/12/2020,Wild
e282613a-ebff-4d35-bb60-c0e701301dcd,2020-12-24T11:14:17.341Z,2020-12-25T12:27:43.000Z,robewers01@googlemail.com,"Aquifoliaceae Ilex sp 24/12/2020",Aquifoliaceae,51.422508,-0.814361,30,5699077,651960,30U,Plant,,,,"Ilex sp",,24/12/2020,Wild
3db5e10b-eeac-421d-add8-808a4fa39ec4,2020-12-24T11:06:13.200Z,2020-12-25T12:27:41.000Z,robewers01@googlemail.com,"Robin 24/12/2020",Robin,51.421751,-0.818083,17,5698985,651703,30U,Bird,,,,,,24/12/2020,Wild
ec50e8d1-e0b9-4a90-b71e-acd50cfadc9f,2020-12-23T10:41:38.224Z,2020-12-25T12:27:40.000Z,robewers01@googlemail.com,"Limacidae Limacus sp 23/12/2020",Limacidae,51.420521,-0.820207,17,5698844,651560,30U,Invertebrate,ec50e8d1-e0b9-4a90-b71e-acd50cfadc9f_1608720052.jpg,,,"Limacus sp","Cellar slug",23/12/2020,Wild
843927a0-f50a-4f6b-b43e-c41b7319d224,2020-12-22T10:37:45.026Z,2020-12-25T12:27:38.000Z,robewers01@googlemail.com,"Wren 22/12/2020",Wren,51.420657,-0.820142,9,5698859,651564,30U,Bird,,,,,,22/12/2020,Wild
85b2d22f-8410-46bc-969b-f5cbbfae24bd,2020-12-22T10:34:53.491Z,2020-12-22T10:35:14.000Z,robewers01@googlemail.com,"Collared dove 22/12/2020","Collared dove",51.42055,-0.820172,15,5698847,651562,30U,Bird,,,,,,22/12/2020,Wild
42339e99-8049-4cb0-81cf-4fcd3630ce7a,2020-12-22T10:22:09.559Z,2020-12-22T10:35:13.000Z,robewers01@googlemail.com,"Starling 22/12/2020",Starling,51.420531,-0.820198,21,5698845,651560,30U,Bird,,,,,,22/12/2020,Wild
4fc0d7f6-90f8-4f9b-8e77-f720215c6ca8,2020-12-22T10:19:55.028Z,2020-12-22T10:35:11.000Z,robewers01@googlemail.com,"Nuthatch 22/12/2020",Nuthatch,51.420542,-0.820179,16,5698846,651562,30U,Bird,,,,,,22/12/2020,Wild
df4ae6fd-dc79-4d0d-b4ab-3a183b87d363,2020-12-22T09:42:29.932Z,2020-12-22T09:42:37.000Z,robewers01@googlemail.com,"Grey squirrel 22/12/2020","Grey squirrel",51.42069,-0.820122,15,5698863,651565,30U,Mammal,,,,,,22/12/2020,Wild
